12506,4976,5001,4976
12507,4977,5002,4977
12508,4978,5003,4978
12509,4979,5004,4979
12510,4980,5006,4980
12511,4981,5005,4981
12512,4982,5007,4982
12513,4983,5008,4983
12744,4998,4546,4998
12745,4999,4544,4999
12746,5000,4543,5000
12817,5022,4990,5022
12818,5023,4994,5023
12820,5024,4589,5024
12821,5025,4590,5025
12822,5026,4991,5026
